Business Date,CCP,Member,Account ID,Account Type,Product Type,Market,Currency,FX Rate,Collateral Type,Collateral Description,Market Value,Excess,Haircut
2020-12-04,CME,CSU,250,Client,ETD,,AUD,0.7427764986,Cash,,503700.00,501180.00,0
2020-12-04,CME,CSU,250,Client,ETD,,CAD,0.7821666015,Cash,,44681.25,42181.25,0
2020-12-04,CME,CSU,250,Client,ETD,,CHF,1.1214534036,Cash,,48025.00,0.00,0
2020-12-04,CME,CSU,250,Client,ETD,,EUR,1.2119743061,Cash,,1258000.00,0.00,0
2020-12-04,CME,CSU,250,Client,ETD,,GBP,1.3430029546,Cash,,2888478.92,949002.48,0
2020-12-04,CME,CSU,250,Client,ETD,,JPY,0.0096006144,Cash,,1599353411,0,0
2020-12-04,CME,CSU,250,Client,ETD,,SEK,0.1182508337,Cash,,117437.50,117437.50,0
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912796TY5,149991.00,0.00,0.005
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9127962Q1,9996409.17,0.00,0.005
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9127963K3,19180980.50,0.00,0.005
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9127963T4,24644137.86,0.00,0.005
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810QA9,169421.25,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810RY6,246807.76,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810RD2,895349.70,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 91282CAE1,1110532.70,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810RP5,1599431.93,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810RB6,1691230.32,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810SD1,2094384.60,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810SH2,3221913.80,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810SS8,48744500.00,0.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828TE0,25190328.80,25190328.80,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828YL8,22669500.00,22669500.00,0.03
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810PZ5,20537064.24,20537064.24,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810QP6,12891690.00,12891690.00,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828V49,12605390.70,12605390.70,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828Q60,2598562.38,2598562.38,0.01
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828H45,1459157.60,1459157.60,0.03
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810RF7,1051690.85,578642.41,0.08
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828X39,924645.90,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128285W6,740659.14,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128283R9,517512.88,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828S50,514283.10,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828Y38,390748.65,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828SA9,233497.19,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810PV4,124390.72,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912810FR4,48434.40,0.00,0.03
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828QV5,21080.16,0.00,0.01
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128285M8,165377.80,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828XT2,153789.90,0.00,0.03
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128286B1,195659.80,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828Z94,388858.24,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128284V9,1616539.13,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828N30,3148890.00,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828L24,4954135.89,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128282A7,42382800.00,0.00,0.045
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828SV3,45062600.00,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912828TY6,50440110.00,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 91282CAP6,74832000.00,0.00,0.02
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803EN9,55334621.10,55334621.10,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DP5,42721389.29,38014658.16,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912834FB9,29025465.84,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DC4,21355204.60,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DG5,17188815.60,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DM2,17178240.00,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DJ9,2164765.48,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912834JP4,1425280.00,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 912803DH3,441762.80,0.00,0.11
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Cash,,4140701598.18,0.00,0
2020-12-04,CME,CSU,250,Client,ETD,,USD,1,Bond,CUSIP 9128285Y2,184069.92,0.00,0.01
2020-12-04,CME,CSU,250,House,ETD,,JPY,0.0096006144,Cash,,3184502135,1968925498,0
2020-12-04,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 912810FH6,43103780.00,0.00,0.045
2020-12-04,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 9128285M8,88595250.00,0.00,0.045
2020-12-04,CME,CSU,250,House,ETD,,USD,1,Bond,CUSIP 9128284S6,134050140.00,0.00,0.02
2020-12-04,CME,CSU,250,House,ETD,,USD,1,Cash,,572492.65,0.00,0
2020-12-04,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 9128284U1,53684000.00,0.00,0.02
2020-12-04,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 912828R36,53108000.00,0.00,0.045
2020-12-04,CME,CSU,250SECR,House,ETD,,USD,1,Bond,CUSIP 912828T91,55262040.00,0.00,0.02
2020-12-04,CME,CSU,250F,Client,ETD,,USD,1,Cash,,5419200.00,1281000.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,AUD,0.7427764986,Cash,,5000000.00,0.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,EUR,1.2119743061,Cash,,4098767.96,0.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,GBP,1.3430029546,Cash,,8000000.00,0.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,HUF,0.0033782642,Cash,,500000000.00,0.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,MXN,0.0505850157,Cash,,10000.00,0.00,0
2020-12-04,CME,CSU,250I,Client,IRS,,PLN,0.2711790867,Cash,,70000000.00,52521741.76,0
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964X4,73577000.00,73577000.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963W7,34347562.87,8504380.94,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964Y2,33589528.00,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796TY5,18722876.56,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127962Q1,7549288.20,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796B73,6033191.44,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963V9,5809395.76,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127965C9,4970901.27,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963H0,4625793.99,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963U1,4522587.90,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127965A3,4494222.96,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964N6,3999017.78,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796B65,2801635.74,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796UC1,2404713.40,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A58,2399844.27,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963S6,1802106.51,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963T4,1667873.97,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A66,1477875.11,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A74,1320876.78,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964F3,999787.50,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796C72,999783.61,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964V8,694436.95,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964Z9,545800.71,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964B2,400748.37,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796A82,265970.63,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963L1,217990.31,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912796XE4,79984.69,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127963K3,17999.51,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 9127964L0,9992.41,0.00,0.005
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RQ3,101598016.52,76692425.68,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RP5,88039187.50,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QA9,60991650.00,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RY6,15249991.04,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SR0,9186205.44,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RG5,7271541.20,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RN0,7037466.24,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SD1,5095468.62,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RH3,4593555.52,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810SQ2,4543295.46,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QB7,3494408.75,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810RJ9,3277007.00,0.00,0.08
2020-12-04,CME,CSU,250I,Client,IRS,,USD,1,Bond,CUSIP 912810QK7,3066277.50,0.00,0.08
